num,STATISTIČNA REGIJA,LETO,KAZALNIK
83.1,Goriška,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
82.7,Goriška,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.7,Goriška,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
100.5,Obalno-kraška,2009,Indeks delovne migracije
101.6,Obalno-kraška,2009,Indeks delovne migracije za moške
99.1,Obalno-kraška,2009,Indeks delovne migracije za ženske
14.5,Obalno-kraška,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.9,Obalno-kraška,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
12.6,Obalno-kraška,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
85.5,Obalno-kraška,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.1,Obalno-kraška,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
87.4,Obalno-kraška,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
101.3,Obalno-kraška,2010,Indeks delovne migracije
103,Obalno-kraška,2010,Indeks delovne migracije za moške
99.2,Obalno-kraška,2010,Indeks delovne migracije za ženske
14.6,Obalno-kraška,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.7,Obalno-kraška,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
13.3,Obalno-kraška,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
85.4,Obalno-kraška,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.3,Obalno-kraška,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
86.7,Obalno-kraška,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
99.5,Obalno-kraška,2011,Indeks delovne migracije
100.4,Obalno-kraška,2011,Indeks delovne migracije za moške
98.4,Obalno-kraška,2011,Indeks delovne migracije za ženske
16,Obalno-kraška,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
17.5,Obalno-kraška,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
14.1,Obalno-kraška,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
84,Obalno-kraška,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
82.5,Obalno-kraška,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
85.9,Obalno-kraška,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97.3,Obalno-kraška,2012,Indeks delovne migracije
97.9,Obalno-kraška,2012,Indeks delovne migracije za moške
96.6,Obalno-kraška,2012,Indeks delovne migracije za ženske
16.7,Obalno-kraška,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.2,Obalno-kraška,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15,Obalno-kraška,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
83.3,Obalno-kraška,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.8,Obalno-kraška,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
85,Obalno-kraška,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97.4,Obalno-kraška,2013,Indeks delovne migracije
98.1,Obalno-kraška,2013,Indeks delovne migracije za moške
96.7,Obalno-kraška,2013,Indeks delovne migracije za ženske
17,Obalno-kraška,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.5,Obalno-kraška,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15.2,Obalno-kraška,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
83,Obalno-kraška,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.5,Obalno-kraška,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.8,Obalno-kraška,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97.5,Obalno-kraška,2014,Indeks delovne migracije
98.3,Obalno-kraška,2014,Indeks delovne migracije za moške
96.5,Obalno-kraška,2014,Indeks delovne migracije za ženske
17.4,Obalno-kraška,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.7,Obalno-kraška,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15.9,Obalno-kraška,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
82.6,Obalno-kraška,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.3,Obalno-kraška,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.1,Obalno-kraška,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
100.3,Obalno-kraška,2015,Indeks delovne migracije
101.8,Obalno-kraška,2015,Indeks delovne migracije za moške
98.5,Obalno-kraška,2015,Indeks delovne migracije za ženske
17.4,Obalno-kraška,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.9,Obalno-kraška,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15.7,Obalno-kraška,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
82.6,Obalno-kraška,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.1,Obalno-kraška,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.3,Obalno-kraška,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
100,Obalno-kraška,2016,Indeks delovne migracije
101.6,Obalno-kraška,2016,Indeks delovne migracije za moške
98.1,Obalno-kraška,2016,Indeks delovne migracije za ženske
17.6,Obalno-kraška,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.9,Obalno-kraška,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.1,Obalno-kraška,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
82.4,Obalno-kraška,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.1,Obalno-kraška,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.9,Obalno-kraška,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
99.2,Obalno-kraška,2017,Indeks delovne migracije
100.7,Obalno-kraška,2017,Indeks delovne migracije za moške
97.4,Obalno-kraška,2017,Indeks delovne migracije za ženske
18.2,Obalno-kraška,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
19.4,Obalno-kraška,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.7,Obalno-kraška,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.8,Obalno-kraška,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
80.6,Obalno-kraška,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.3,Obalno-kraška,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
98.4,Obalno-kraška,2018,Indeks delovne migracije
99.4,Obalno-kraška,2018,Indeks delovne migracije za moške
97.3,Obalno-kraška,2018,Indeks delovne migracije za ženske
18.8,Obalno-kraška,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.3,Obalno-kraška,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.9,Obalno-kraška,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.2,Obalno-kraška,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.7,Obalno-kraška,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.1,Obalno-kraška,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
98.1,Obalno-kraška,2019,Indeks delovne migracije
99.4,Obalno-kraška,2019,Indeks delovne migracije za moške
96.4,Obalno-kraška,2019,Indeks delovne migracije za ženske
19.1,Obalno-kraška,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.3,Obalno-kraška,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
17.5,Obalno-kraška,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
80.9,Obalno-kraška,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.7,Obalno-kraška,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
82.5,Obalno-kraška,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.4,Obalno-kraška,2020,Indeks delovne migracije
97.4,Obalno-kraška,2020,Indeks delovne migracije za moške
93,Obalno-kraška,2020,Indeks delovne migracije za ženske
21.1,Obalno-kraška,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
22.1,Obalno-kraška,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
19.9,Obalno-kraška,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
78.9,Obalno-kraška,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
77.9,Obalno-kraška,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
80.1,Obalno-kraška,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
